date,open,high,low,close,volume
2023-10-12,22.4165,22.5098,22.0899,22.2477,3434666
2023-10-13,22.239,22.3684,21.7614,21.7819,2187789
2023-10-16,21.7692,22.6074,21.6968,22.3756,4562031
2023-10-17,22.2978,22.4839,22.0293,22.2685,5780628
2023-10-18,22.3189,22.3577,22.2066,22.3187,4291797
2023-10-19,22.1757,22.9359,22.0853,22.9032,3382702
2023-10-20,22.8763,23.6384,22.6917,23.5298,5976635
2023-10-23,23.5058,23.5896,23.4215,23.4468,4644371
2023-10-24,23.507,23.6314,23.3569,23.5939,4701480
2023-10-25,23.5939,24.0044,23.539,23.9132,7392687
2023-10-26,23.844,23.849,23.8175,23.8373,4393158
2023-10-27,23.7353,23.794,23.0339,23.0816,3153443
2023-10-30,23.0311,23.5481,22.9469,23.3605,6862306
2023-10-31,23.368,23.8851,23.1956,23.7436,4808178
2023-11-01,23.7475,24.0659,23.6076,23.9283,7628266
2023-11-02,23.9141,23.9585,23.5133,23.5377,3388115
2023-11-03,23.4894,23.929,23.4478,23.4617,4732292
2023-11-06,23.4469,23.4777,23.1564,23.2193,7931745
2023-11-07,23.2888,23.306,22.9723,23.101,6649789
2023-11-08,23.0247,23.6548,22.9207,23.6472,6446606
2023-11-09,23.6495,24.4248,23.6213,24.3053,5291917
2023-11-10,24.4233,24.6933,24.3252,24.6055,5852776
2023-11-13,24.6464,24.9984,24.4493,24.8559,5018554
2023-11-14,24.8219,25.294,24.787,25.1661,6630543
2023-11-15,25.216,25.219,25.0893,25.1681,4828784
2023-11-16,25.1113,25.2443,25.0713,25.1414,9524245
2023-11-17,25.1419,25.3932,24.8436,24.844,2943823
2023-11-20,24.9599,25.1539,24.7745,24.8265,6738842
2023-11-21,24.9676,25.921,24.9579,25.8439,3765328
2023-11-22,25.7114,26.4923,25.5282,26.2559,6545701
2023-11-23,26.311,26.3623,25.8939,26.1021,7458913
2023-11-24,26.2547,26.2991,25.8574,25.8882,2702231
2023-11-27,25.8458,25.8647,25.3581,25.4931,9742713
2023-11-28,25.5129,25.7182,25.2422,25.6726,3796956
2023-11-29,25.7886,25.8955,25.7805,25.8612,3821973
2023-11-30,25.823,25.8807,25.1037,25.1972,5035192
2023-12-01,25.2313,25.477,25.0928,25.4253,2697076
2023-12-04,25.4208,25.4236,25.0204,25.1723,7158456
2023-12-05,25.0269,26.2046,24.9903,25.8263,6742163
2023-12-06,25.8531,26.0542,25.7583,25.907,1802519
2023-12-07,25.8927,26.7975,25.7043,26.7158,2520985
2023-12-08,26.7902,26.8427,26.4717,26.5035,3129279
2023-12-11,26.6699,26.7669,26.2414,26.374,5726211
2023-12-12,26.4282,26.5544,26.3591,26.5243,3632292
2023-12-13,26.4951,27.0698,26.4855,27.0364,3969716
2023-12-14,27.0729,27.4491,27.0465,27.3199,5652499
2023-12-15,27.3364,27.4615,26.6911,26.7215,2808639
2023-12-18,26.8035,27.1343,26.5917,26.8175,5452786
2023-12-19,26.7017,26.9115,26.5692,26.8363,3230519
2023-12-20,26.7424,26.8355,26.4466,26.6371,7837352
2023-12-21,26.4736,26.7991,26.1815,26.3343,7749075
2023-12-22,26.3823,27.3099,26.3059,27.1706,2640448
2023-12-25,27.169,27.302,26.895,26.9878,1904157
2023-12-26,26.936,26.9655,26.5847,26.585,2847250
2023-12-27,26.5271,27.0257,26.4732,26.8978,7700114
2023-12-28,26.8517,26.9943,26.7748,26.9691,3520303
2023-12-29,26.8941,27.0613,26.8805,26.9404,6276840
2024-01-01,26.9144,27.552,26.6058,27.3274,2849858
2024-01-02,27.2869,27.6372,27.2219,27.5759,3807904
2024-01-03,27.6909,27.7911,27.6683,27.764,5012740
2024-01-04,27.7909,28.2783,27.7264,28.2542,6712595
2024-01-05,28.1848,28.4561,28.0878,28.4069,3796988
2024-01-08,28.3571,28.6454,28.0858,28.1,3215194
2024-01-09,28.201,28.2175,27.782,27.9252,6205465
2024-01-10,27.9631,28.016,27.5725,27.6717,5429573
2024-01-11,27.6962,27.9048,27.6591,27.7844,5361694
2024-01-12,27.8445,28.0731,27.1277,27.2536,3855242
2024-01-15,27.3833,27.4865,26.2875,26.3629,3771557
2024-01-16,26.2666,26.5149,26.2662,26.4126,5556451
2024-01-17,26.3536,26.4612,25.7007,25.7851,1973811
2024-01-18,25.6505,25.6646,24.8368,24.8869,4886691
2024-01-19,24.9238,25.2712,24.8803,25.0616,6718202
2024-01-22,25.0331,25.1264,24.5612,24.7484,5997855
2024-01-23,24.6985,25.0957,24.5494,24.9768,3785086
2024-01-24,24.9197,24.9668,24.5666,24.7456,2865232
2024-01-25,24.797,24.9694,24.2192,24.2533,7392598
2024-01-26,24.243,24.354,23.6829,23.7177,3381463
2024-01-29,23.68,23.7778,23.3967,23.505,4437061
2024-01-30,23.5935,23.7669,23.2785,23.3964,6018013
2024-01-31,23.323,23.4153,23.0178,23.0566,4153492
2024-02-01,22.9692,23.0527,22.8055,22.9469,4466954
2024-02-02,23.1255,23.1939,22.2734,22.3193,7473720
2024-02-05,22.2946,22.4135,22.2567,22.3318,3963177
2024-02-06,22.2954,22.4619,21.3881,21.6175,11750285
2024-02-07,21.5703,21.5942,21.4052,21.5485,6104950
2024-02-08,21.5397,21.9039,21.424,21.8255,4988855
2024-02-09,21.8767,22.3539,21.8568,22.261,6009110
2024-02-12,22.3113,22.9808,22.3068,22.9546,6940651
2024-02-13,22.9921,23.2254,22.1484,22.3185,8362060
2024-02-14,22.2998,22.8763,22.1134,22.63,6543951
2024-02-15,22.5288,23.2304,22.4034,23.1281,3496742
2024-02-16,23.1478,23.6174,23.0565,23.5433,7875627
2024-02-19,23.6506,23.6717,23.0376,23.1565,4549424
2024-02-20,23.2308,23.3376,23.1537,23.3351,3968910
2024-02-21,23.3233,24.1492,23.18,24.1234,7486883
2024-02-22,24.1815,24.4448,23.452,23.4805,5692082
2024-02-23,23.4533,23.7274,23.4341,23.6888,4091499
2024-02-26,23.6849,24.3848,23.6389,24.1702,4974381
2024-02-27,24.0807,24.1813,23.7928,23.8744,6950477
2024-02-28,23.8518,24.1332,23.8337,24.1321,11247962
2024-02-29,24.1423,24.1531,23.6466,23.6742,4276991
2024-03-01,23.6622,23.7094,23.1753,23.3352,2518430
2024-03-04,23.3891,23.4268,22.8174,22.999,3860147
2024-03-05,23.1289,23.1558,22.9676,23.0855,6752876
2024-03-06,23.177,23.2173,22.8635,23.0546,4855717
2024-03-07,23.0335,23.5266,22.9244,23.4575,3388464
2024-03-08,23.406,23.5623,22.8943,23.0675,5523243
2024-03-11,23.0223,23.0616,22.9672,23.0199,6463204
2024-03-12,22.9524,23.5944,22.9486,23.425,5092446
2024-03-13,23.4274,23.7882,23.3742,23.6685,5880243
2024-03-14,23.6984,23.7238,23.1015,23.1113,3424636
2024-03-15,23.124,23.4665,22.9215,23.3949,3254652
2024-03-18,23.4085,23.46,23.0558,23.2005,4219098
2024-03-19,23.2115,23.4133,23.1542,23.3684,3222511
2024-03-20,23.3591,23.5733,23.3276,23.5019,5998405
2024-03-21,23.4495,24.0416,23.3759,24.0247,4261343
2024-03-22,24.149,24.3908,23.9712,24.0823,3381479
2024-03-25,24.158,24.2513,23.0628,23.286,5018728
2024-03-26,23.2225,23.3965,22.5806,22.7188,5794328
2024-03-27,22.6571,23.1136,22.5456,23.0246,3899111
2024-03-28,22.9841,23.0629,22.879,22.9244,3467632
2024-03-29,22.9267,23.4055,22.7574,23.4009,3007683
2024-04-01,23.4893,23.5886,23.204,23.5231,8172220
2024-04-02,23.5947,23.6193,23.1823,23.213,2820459
2024-04-03,23.2873,23.7922,23.1927,23.6722,5042668
2024-04-04,23.7495,23.8148,23.2797,23.3353,6059689
2024-04-05,23.4127,23.572,22.4119,22.4801,2669093
2024-04-08,22.5298,23.4349,22.4826,23.322,3263537
2024-04-09,23.3538,23.484,22.4556,22.5268,3695671
2024-04-10,22.5188,22.8581,22.4403,22.7916,2536443
2024-04-11,22.6724,23.2096,22.6234,23.1836,6876686
2024-04-12,23.1747,23.3704,23.0563,23.252,3670000
2024-04-15,23.3777,23.4405,22.4542,22.5544,3027632
2024-04-16,22.5178,23.009,22.4781,22.9732,4149702
2024-04-17,22.9301,22.9927,22.3328,22.384,5420494
2024-04-18,22.4523,22.7615,21.8305,21.8494,3714204
2024-04-19,21.8546,22.0601,21.7091,21.7137,2787012
2024-04-22,21.6824,22.0425,21.5491,22.0284,5643499
2024-04-23,22.1313,22.168,22.1161,22.154,3714223
2024-04-24,22.1955,22.5981,22.1587,22.4839,4290805
2024-04-25,22.535,22.5605,22.1059,22.3111,4492703
2024-04-26,22.2733,22.4149,22.1712,22.2487,2959779
2024-04-29,22.2819,22.3184,21.654,21.8,4738883
2024-04-30,21.8246,21.9065,21.6511,21.6822,4072914
2024-05-01,21.7327,21.9453,21.5471,21.9202,14316948
2024-05-02,21.9957,22.0517,21.603,21.8084,3556671
2024-05-03,21.8821,22.04,21.8505,22.0016,5155046
2024-05-06,22.0129,22.1694,21.6554,21.7812,3263672
2024-05-07,21.8262,21.9485,21.5015,21.5555,3358956
2024-05-08,21.4814,21.8171,21.4496,21.5771,4734848
2024-05-09,21.6188,21.8505,21.4605,21.5079,3632592
2024-05-10,21.5521,21.8523,21.4182,21.7437,3420608
2024-05-13,21.7183,21.9142,21.5857,21.82,4502810
2024-05-14,21.7693,22.6401,21.5897,22.5101,7386116
2024-05-15,22.5061,22.5786,22.2774,22.4279,10556648
2024-05-16,22.3463,22.3953,22.2684,22.3429,9215129
2024-05-17,22.3657,22.4345,21.8664,21.9313,3992215
2024-05-20,21.9507,21.97,21.8551,21.9469,9373387
2024-05-21,21.8844,22.2597,21.6808,22.2232,10164857
2024-05-22,22.2264,22.292,21.8995,21.9337,3850429
2024-05-23,22.004,22.012,21.9071,21.9207,3407294
2024-05-24,21.9906,22.346,21.9151,22.2108,3723372
2024-05-27,22.2781,22.2807,22.0771,22.1667,9801692
2024-05-28,22.1567,22.1906,21.7638,21.9662,4866925
2024-05-29,21.9439,22.5845,21.8055,22.3576,4452200
2024-05-30,22.3314,22.4612,22.2558,22.4033,7095310
2024-05-31,22.4432,22.5991,22.3517,22.57,3585316
2024-06-03,22.7292,23.201,22.7018,23.0526,4222990
2024-06-04,23.1498,23.8587,23.0662,23.5348,6489130
2024-06-05,23.6467,23.6493,23.3261,23.3948,5221153
2024-06-06,23.4895,23.5046,23.1374,23.1805,1568839
2024-06-07,23.0684,23.315,23.0066,23.3061,2338991
2024-06-10,23.2921,23.3665,23.2349,23.2574,5904412
2024-06-11,23.2272,23.2502,22.4186,22.469,2891796
2024-06-12,22.5532,23.0707,22.2371,22.9916,7882843
2024-06-13,23.108,23.1115,22.8943,23.0065,3952040
2024-06-14,22.9607,23.3543,22.9159,23.3183,4222515
2024-06-17,23.321,23.3477,22.8283,22.833,4979655
2024-06-18,22.8712,23.4166,22.8546,23.3693,2501817
2024-06-19,23.3351,23.3377,22.9399,23.1289,3656298
2024-06-20,23.0853,23.176,22.9824,23.091,2678798
2024-06-21,23.0441,23.2756,22.4265,22.5154,4196580
2024-06-24,22.5752,22.726,22.4172,22.4545,8147345
2024-06-25,22.3933,22.5924,22.2873,22.3684,4655525
2024-06-26,22.4446,22.4604,22.254,22.3004,4985900
2024-06-27,22.3063,22.6325,22.2882,22.4832,1875779
2024-06-28,22.5339,22.5689,22.4638,22.5143,3294525
2024-07-01,22.6187,23.0301,22.5287,22.9165,4048846
2024-07-02,22.8705,22.8785,22.6077,22.7303,4729411
2024-07-03,22.6746,22.7731,22.2627,22.3296,6149301
2024-07-04,22.3582,22.5063,22.2265,22.3286,7084695
2024-07-05,22.2595,22.6194,22.2543,22.5879,3800937
2024-07-08,22.5384,23.2513,22.4487,23.1007,5213332
2024-07-09,23.0928,23.483,23.0095,23.446,2750355
2024-07-10,23.4571,23.4661,22.6133,22.708,6175993
2024-07-11,22.6233,22.9931,22.5581,22.8689,4126399
2024-07-12,22.8427,23.4908,22.6728,23.477,1915875
2024-07-15,23.518,23.5663,23.4017,23.5104,5104845
2024-07-16,23.6052,23.6863,23.2293,23.2991,3934025
2024-07-17,23.1622,23.5369,22.9687,23.4358,7256077
2024-07-18,23.5274,23.5366,23.174,23.2305,4888259
2024-07-19,23.2918,23.5418,23.2345,23.5047,3960430
2024-07-22,23.4284,23.5693,23.2303,23.5063,8823315
2024-07-23,23.4028,24.1665,23.3459,24.1027,4798171
2024-07-24,24.1328,24.3485,23.9688,24.3267,4308698
2024-07-25,24.2961,24.3379,23.9816,24.017,4138643
2024-07-26,24.0268,24.3226,23.87,24.2856,4024377
2024-07-29,24.3481,24.8329,24.2605,24.702,3200657
2024-07-30,24.6745,24.7705,24.32,24.4567,6429016
2024-07-31,24.4686,24.4766,24.124,24.2766,5776407
2024-08-01,24.3111,24.5423,23.171,23.2765,3329234
2024-08-02,23.3384,23.7802,23.1266,23.662,2081065
2024-08-05,23.7866,23.8187,23.2278,23.4188,7270236
2024-08-06,23.5378,23.5386,22.3884,22.5312,8696799
2024-08-07,22.5474,22.6333,21.7789,21.8206,7048076
2024-08-08,21.8052,21.8894,21.6757,21.7396,6132469
2024-08-09,21.8937,22.0792,21.8212,22.0437,7978882
2024-08-12,22.0859,22.2903,21.9116,22.015,5233920
2024-08-13,22.0431,22.2467,21.991,22.2086,10046018
2024-08-14,22.1356,22.3061,21.6265,21.7749,4747753
2024-08-15,21.8255,21.8995,21.139,21.2557,2998026
2024-08-16,21.2064,21.6634,21.1498,21.6009,4015815
2024-08-19,21.5714,21.8611,21.5331,21.7988,4120511
2024-08-20,21.7119,21.8253,21.7111,21.7933,6491281
2024-08-21,21.7596,22.3231,21.6923,22.3028,10462751
2024-08-22,22.307,22.3293,21.8881,21.9277,5052424
2024-08-23,21.8295,21.9069,21.7483,21.7684,6102946
2024-08-26,21.7102,22.2215,21.6158,22.1771,10954466
2024-08-27,22.1719,23.0065,22.1473,22.9173,10991498
2024-08-28,22.831,23.0888,22.729,22.9277,5324007
2024-08-29,22.842,23.7295,22.8196,23.6277,3298481
2024-08-30,23.569,23.605,23.378,23.3785,9431112
2024-09-02,23.2804,23.6198,23.1543,23.5243,3087125
2024-09-03,23.5675,23.7729,23.3271,23.4578,2623143
2024-09-04,23.3882,23.5523,22.6345,22.7942,2330942
2024-09-05,22.8466,22.9094,22.7561,22.9069,6881850
2024-09-06,22.9702,23.3317,22.9647,23.2983,2262826
2024-09-09,23.215,23.2966,23.174,23.2431,4284238
2024-09-10,23.246,23.2553,23.1833,23.2206,5144334
2024-09-11,23.1875,23.8463,23.0031,23.8098,8673892
2024-09-12,23.7289,23.7675,23.17,23.2814,2505695
2024-09-13,23.2581,23.3401,22.4697,22.6608,4153318
2024-09-16,22.6444,22.6826,22.389,22.4008,5351940
2024-09-17,22.4484,22.5602,21.631,21.925,9508433
2024-09-18,21.9922,22.6397,21.9872,22.4629,4697481
2024-09-19,22.389,22.6609,22.3528,22.5948,4827733
2024-09-20,22.5674,22.693,22.132,22.2502,3645798
2024-09-23,22.2855,22.3213,21.7429,22.0108,7345592
2024-09-24,22.0883,23.2544,21.9462,23.1509,7912372
2024-09-25,22.9819,23.0933,22.7922,22.9036,4437318
2024-09-26,22.9912,23.0922,22.5934,22.5963,5400388
2024-09-27,22.585,22.7286,22.5124,22.7269,2263081
2024-09-30,22.8311,23.1561,22.7166,22.9948,4896071
2024-10-01,22.9657,23.1407,22.8926,23.0935,3827900
2024-10-02,23.036,23.0513,22.6651,22.7227,4397113
2024-10-03,22.7257,22.8928,22.2164,22.2554,6505721
2024-10-04,22.3333,22.5855,22.3007,22.5009,9647350
2024-10-07,22.5029,22.5378,22.4351,22.4857,5190997
2024-10-08,22.327,22.5657,21.732,21.8281,5168861
2024-10-09,21.8728,22.436,21.8269,22.2947,4557744
2024-10-10,22.1873,22.7114,22.1697,22.6125,5887419
2024-10-11,22.5463,22.6093,22.4774,22.5212,3822874
2024-10-14,22.4429,22.4845,22.3828,22.4225,7083434
2024-10-15,22.2991,22.5869,22.1561,22.5226,10113604
2024-10-16,22.4381,22.6255,22.1392,22.2509,6697870
2024-10-17,22.1851,22.237,21.6203,21.7175,3748124
2024-10-18,21.6777,21.9787,21.5487,21.8501,5574376
2024-10-21,21.8466,22.0403,21.2851,21.2907,3642284
2024-10-22,21.2693,21.4737,21.1946,21.4468,2718570
2024-10-23,21.3516,21.3612,20.8647,20.8969,8237683
2024-10-24,20.8855,20.9105,20.7467,20.8658,9412785
2024-10-25,20.9267,20.9368,20.7515,20.8211,6982082
2024-10-28,20.8804,21.502,20.6597,21.4955,4159684
2024-10-29,21.5042,21.5853,21.066,21.0901,1421314
2024-10-30,21.1293,21.2014,20.4584,20.5593,3896647
2024-10-31,20.6143,20.6356,20.3013,20.3263,5603019
2024-11-01,20.4094,20.4793,19.6917,19.9213,3508976
2024-11-04,20.0227,20.0352,19.5282,19.7158,8347342
2024-11-05,19.6968,19.9322,19.659,19.871,3953856
2024-11-06,19.8548,20.2358,19.7986,20.1531,6345240
2024-11-07,20.2421,21.1245,20.2149,20.7612,4769498
2024-11-08,20.8584,20.9391,20.4169,20.4921,4544250
2024-11-11,20.5868,21.5262,20.5862,21.4715,2725264
2024-11-12,21.3205,22.3439,21.2489,22.244,5238032
2024-11-13,22.2294,22.3593,22.1246,22.1692,5771708
2024-11-14,21.9527,22.047,21.2154,21.2615,3707831
2024-11-15,21.308,21.492,21.1191,21.236,2422169
2024-11-18,21.2396,21.4256,21.0558,21.2701,3923046
2024-11-19,21.2735,21.386,20.2972,20.3962,3713529
2024-11-20,20.3878,20.5162,20.2944,20.4294,5953035
2024-11-21,20.5093,20.5328,20.3058,20.362,6395119
2024-11-22,20.3441,20.4422,19.9638,20.0801,4651267
2024-11-25,20.1423,20.4157,20.096,20.3126,5515490
2024-11-26,20.3464,20.7562,20.3222,20.6863,5057449
2024-11-27,20.7084,20.7576,20.4953,20.5115,5588133
2024-11-28,20.5399,20.6865,20.5394,20.6023,1986356
2024-11-29,20.6092,20.7471,20.3085,20.3657,4195839
2024-12-02,20.2989,20.3217,20.0353,20.0835,6777337
2024-12-03,20.1266,20.208,20.0752,20.1182,4392606
2024-12-04,20.1613,20.3832,20.1543,20.3138,6819104
2024-12-05,20.305,20.4521,19.9982,20.1139,2368076
2024-12-06,20.158,20.2176,19.1954,19.3185,4143720
2024-12-09,19.3706,19.7118,19.3194,19.528,4398551
2024-12-10,19.4529,19.6136,18.9123,18.9727,6528855
2024-12-11,18.9646,19.0513,18.8926,19.02,5468130
2024-12-12,18.9947,19.7953,18.8703,19.6348,10539848
2024-12-13,19.5815,19.6999,19.5575,19.6347,1134849
2024-12-16,19.6537,19.6949,19.2032,19.2201,2648598
2024-12-17,19.1715,19.216,18.712,18.7204,4129412
2024-12-18,18.696,19.2865,18.5495,19.1204,5352947
2024-12-19,19.1345,19.3606,19.0539,19.1203,3331261
2024-12-20,19.1404,19.5313,19.0716,19.3118,3094989
2024-12-23,19.3304,19.7173,19.322,19.6396,2515612
2024-12-24,19.7712,19.9619,19.5321,19.6282,3134789
2024-12-25,19.5985,19.6217,19.4432,19.525,3629346
2024-12-26,19.5397,19.5744,19.0109,19.1979,7932051
2024-12-27,19.1285,19.2507,17.9822,18.1385,2927620
2024-12-30,18.1647,18.2231,17.6058,17.6483,14310357
2024-12-31,17.7094,17.7334,17.5523,17.6315,8290755
2025-01-01,17.6957,17.876,17.4702,17.5812,4585319
2025-01-02,17.5476,17.7532,17.5316,17.7142,5988640
2025-01-03,17.6993,17.7677,17.5314,17.6791,6117202
2025-01-06,17.746,17.7798,17.6851,17.7351,2923863
2025-01-07,17.7301,18.0103,17.6884,17.9919,2818031
2025-01-08,18.0436,18.0556,17.6926,17.7107,9288168
2025-01-09,17.659,17.6867,17.5582,17.6244,2936461
2025-01-10,17.6976,17.8062,17.0663,17.1199,5750832
2025-01-13,17.1726,17.4484,17.0939,17.4248,6225017
2025-01-14,17.4491,17.579,17.409,17.4421,2764960
2025-01-15,17.4003,17.7182,17.3236,17.6011,6684939
2025-01-16,17.5927,18.1828,17.5426,18.0951,5417729
2025-01-17,18.1033,18.4909,18.0819,18.4521,6801699
2025-01-20,18.4667,18.5408,18.2443,18.4377,4674493
2025-01-21,18.4319,18.7334,18.4284,18.7047,6503411
2025-01-22,18.6924,18.7189,18.2187,18.2282,6004395
2025-01-23,18.2388,18.4183,18.2217,18.3761,3932084
2025-01-24,18.453,18.5327,18.2398,18.4275,7850368
2025-01-27,18.3165,18.4725,17.8392,17.8963,6992818
2025-01-28,17.8226,18.365,17.8213,18.3325,10049335
2025-01-29,18.2475,18.2863,17.9528,18.1056,5950799
2025-01-30,18.0683,18.4784,17.9375,18.3337,6904053
2025-01-31,18.238,18.3077,18.1489,18.2006,2770148
2025-02-03,18.2308,18.6935,18.2191,18.5316,3691530
2025-02-04,18.5369,18.9787,18.5188,18.9749,8099277
2025-02-05,18.9604,19.0029,18.6379,18.6971,4705454
2025-02-06,18.6588,18.6644,18.1214,18.1876,3684665
2025-02-07,18.1962,18.4262,18.0589,18.1501,4329677
2025-02-10,18.1598,18.4406,18.145,18.4329,2508784
2025-02-11,18.4511,18.4787,18.2704,18.3152,5790504
2025-02-12,18.2751,18.3256,18.0537,18.1184,6276474
2025-02-13,18.1537,18.3026,18.1211,18.2831,3797219
2025-02-14,18.2026,18.2631,17.3381,17.3798,2585880
2025-02-17,17.4449,17.515,17.1341,17.177,9579094
2025-02-18,17.0185,17.0997,16.4858,16.7543,6422564
2025-02-19,16.7245,17.1003,16.6701,16.8483,3413629
2025-02-20,16.7875,16.8074,16.4168,16.6301,3408228
2025-02-21,16.6695,16.704,16.2932,16.3012,2119889
2025-02-24,16.2286,16.2805,16.1507,16.2023,2352288
2025-02-25,16.2909,16.3858,15.7707,15.7789,2509085
2025-02-26,15.7058,15.8281,15.6187,15.7799,3684367
2025-02-27,15.8759,15.9384,15.565,15.5908,5115343
2025-02-28,15.6118,15.6602,15.4735,15.4896,5464424
2025-03-03,15.491,15.5286,15.1963,15.2943,4521832
2025-03-04,15.3143,15.6007,15.2915,15.55,8157621
2025-03-05,15.6523,15.7161,15.4315,15.5242,6474791
2025-03-06,15.5658,15.6942,15.5386,15.6754,2720940
2025-03-07,15.5704,15.9089,15.4536,15.8155,2893378
2025-03-10,15.8722,15.9486,15.509,15.5908,5310883
2025-03-11,15.6016,15.8062,15.5553,15.7554,7116244
2025-03-12,15.679,15.8993,15.6017,15.8591,7971991
2025-03-13,15.8953,16.0509,15.7846,15.9534,2486193
2025-03-14,15.8955,15.9958,15.8091,15.8437,1859985
2025-03-17,15.8523,16.0479,15.6824,15.7267,10668811
2025-03-18,15.7378,16.0114,15.6761,15.9538,4846068
2025-03-19,15.9228,16.664,15.8963,16.5852,7716620
2025-03-20,16.6174,16.6534,16.2433,16.3424,4392948
2025-03-21,16.2923,16.575,16.1355,16.5045,2338144
2025-03-24,16.514,16.5507,16.31,16.4006,8350444
2025-03-25,16.3737,16.7049,16.3045,16.6373,6566021
2025-03-26,16.6281,16.8505,16.4714,16.7735,9387387
2025-03-27,16.8703,17.1223,16.6917,17.0986,5545156
2025-03-28,17.1044,17.2123,16.1531,16.2436,2748651
2025-03-31,16.1906,16.2087,15.9967,16.0727,4699410
2025-04-01,16.0671,16.0927,15.7718,15.7916,8147773
2025-04-02,15.7552,15.7725,15.704,15.7657,3938006
2025-04-03,15.7669,15.7974,15.521,15.565,4700155
2025-04-04,15.5726,15.6073,15.3454,15.3901,6541678
2025-04-07,15.394,15.5993,15.2928,15.5836,2910698
2025-04-08,15.5875,16.1907,15.5473,16.1218,4708928
